,stations_id,stationshoehe,geogr_breite,geogr_laenge,von_datum,bis_datum,stationsname
1172,4605,339.0,50.6407,11.1937,1910-01-01 00:00:00+00:00,1934-10-31 00:00:00+00:00,Schwarzburg
1173,4605,290.0,50.6426,11.1967,1934-11-01 00:00:00+00:00,1947-12-31 00:00:00+01:00,Schwarzburg
1174,4605,274.0,50.6469,11.193,1948-01-01 00:00:00+01:00,1963-08-07 00:00:00+01:00,Schwarzburg
1175,4605,277.0,50.6421,11.1955,1963-08-08 00:00:00+01:00,1968-02-13 00:00:00+01:00,Schwarzburg
1176,4605,277.0,50.644,11.1937,1968-02-14 00:00:00+01:00,2004-10-31 00:00:00+02:00,Schwarzburg
1177,4605,277.0,50.6441,11.1936,2004-11-01 00:00:00+01:00,,Schwarzburg
1178,4445,612.0,51.7645,10.6565,1887-01-01 00:00:00+00:18,1956-09-30 00:00:00+01:00,Wernigerode-Schierke
1179,4445,633.0,51.7662,10.6531,1956-10-01 00:00:00+01:00,1960-09-28 00:00:00+01:00,Wernigerode-Schierke
1180,4445,614.0,51.7659,10.6551,1960-09-29 00:00:00+01:00,1989-06-30 00:00:00+02:00,Wernigerode-Schierke
1181,4445,613.0,51.7656,10.6545,1989-07-01 00:00:00+02:00,2001-07-09 00:00:00+02:00,Wernigerode-Schierke
1182,4445,609.0,51.7656,10.6537,2001-07-10 00:00:00+02:00,2007-06-30 00:00:00+02:00,Wernigerode-Schierke
1183,4445,609.0,51.7656,10.6537,2007-07-01 00:00:00+02:00,2009-06-30 00:00:00+02:00,Wernigerode-Schierke
1184,4445,609.0,51.7658,10.6533,2009-07-01 00:00:00+02:00,,Wernigerode-Schierke
1185,4104,341.0,49.0218,12.0535,1718-12-01 00:00:00+00:18,1773-12-31 00:00:00+00:18,Regensburg
1186,4104,341.0,49.0218,12.0535,1774-01-01 00:00:00+00:18,1812-11-26 00:00:00+00:18,Regensburg
1187,4104,341.0,49.0218,12.0535,1812-11-27 00:00:00+00:18,1946-12-31 00:00:00+01:00,Regensburg
1188,4104,337.5,49.0218,12.0535,1947-01-01 00:00:00+01:00,1960-04-05 00:00:00+01:00,Regensburg
1189,4104,340.4,49.0212,12.0602,1960-04-06 00:00:00+01:00,1962-06-26 00:00:00+01:00,Regensburg
1190,4104,376.0,49.0087,12.0666,1962-06-27 00:00:00+01:00,1978-09-17 00:00:00+02:00,Regensburg
1191,4104,366.0,49.0418,12.1029,1978-09-18 00:00:00+02:00,2006-12-19 00:00:00+01:00,Regensburg
1192,4104,365.36,49.0425,12.1019,2006-12-20 00:00:00+01:00,2010-03-08 00:00:00+01:00,Regensburg
1193,4104,365.36,49.0425,12.1019,2010-03-09 00:00:00+01:00,,Regensburg
1194,2597,198.0,50.2024,10.0773,1879-01-01 00:00:00+00:18,1945-12-31 00:00:00+01:00,"Kissingen, Bad"
1195,2597,222.6,50.1971,10.0822,1946-01-01 00:00:00+01:00,1954-06-30 00:00:00+01:00,"Kissingen, Bad"
1196,2597,224.0,50.2052,10.0779,1954-07-01 00:00:00+01:00,1975-01-01 00:00:00+01:00,"Kissingen, Bad"
1197,2597,224.0,50.205,10.078,1975-01-02 00:00:00+01:00,1978-04-23 00:00:00+02:00,"Kissingen, Bad"
1198,2597,262.0,50.1961,10.0853,1978-04-24 00:00:00+02:00,2004-12-20 00:00:00+01:00,"Kissingen, Bad"
1199,2597,281.8,50.224,10.0792,2004-12-21 00:00:00+01:00,2006-06-20 00:00:00+02:00,"Kissingen, Bad"
1200,2597,281.73,50.224,10.0792,2006-06-21 00:00:00+02:00,2009-06-20 00:00:00+02:00,"Kissingen, Bad"
1201,2597,281.73,50.224,10.0792,2009-06-21 00:00:00+02:00,2015-03-02 00:00:00+01:00,"Kissingen, Bad"
1202,2597,281.73,50.224,10.0792,2015-03-03 00:00:00+01:00,,"Kissingen, Bad"
1203,1246,80.0,51.8674,8.0838,1933-09-01 00:00:00+01:00,1965-11-30 00:00:00+01:00,Ennigerloh-Ostenfelde
1204,1246,90.0,51.8645,8.0841,1965-12-01 00:00:00+01:00,1974-06-17 00:00:00+01:00,Ennigerloh-Ostenfelde
1205,1246,78.0,51.88,8.073,1974-06-18 00:00:00+01:00,2009-12-31 00:00:00+01:00,Ennigerloh-Ostenfelde
1206,1246,104.0,51.8418,8.0607,2015-06-18 00:00:00+02:00,,Ennigerloh-Ostenfelde
1207,1735,649.0,48.7933,13.6223,1995-11-16 00:00:00+01:00,2005-02-28 00:00:00+01:00,Grainet-Rehberg
1208,1735,628.0,48.7894,13.629,2005-03-01 00:00:00+01:00,,Grainet-Rehberg
1209,1048,152.0,51.0833,13.7667,1926-04-01 00:00:00+00:00,1933-12-31 00:00:00+00:00,Dresden-Klotzsche
1210,1048,152.0,51.0983,13.7489,1934-01-01 00:00:00+00:00,1935-07-10 00:00:00+01:00,Dresden-Klotzsche
1211,1048,229.0,51.1235,13.764,1935-07-11 00:00:00+01:00,1956-04-19 00:00:00+01:00,Dresden-Klotzsche
1212,1048,222.0,51.133,13.7732,1956-04-20 00:00:00+01:00,1990-07-31 00:00:00+02:00,Dresden-Klotzsche
1213,1048,222.0,51.1327,13.7721,1990-08-01 00:00:00+02:00,1992-07-31 00:00:00+02:00,Dresden-Klotzsche
1214,1048,222.0,51.1327,13.7721,1992-08-01 00:00:00+02:00,1995-08-31 00:00:00+02:00,Dresden-Klotzsche
1215,1048,227.0,51.128,13.7543,1995-09-01 00:00:00+02:00,2019-08-13 00:00:00+02:00,Dresden-Klotzsche
1216,1048,227.57,51.1278,13.7543,2019-08-14 00:00:00+02:00,,Dresden-Klotzsche
1217,2110,39.0,51.0623,6.0947,1892-06-01 00:00:00+00:18,1895-03-31 00:00:00+00:18,Heinsberg-Schleiden
1218,2110,38.0,51.0571,6.0975,1937-01-07 00:00:00+00:00,1952-03-31 00:00:00+01:00,Heinsberg-Schleiden
1219,2110,45.0,51.0804,6.063,1952-04-01 00:00:00+01:00,1959-09-30 00:00:00+01:00,Heinsberg-Schleiden
1220,2110,36.0,51.0604,6.0904,1959-10-01 00:00:00+01:00,1962-10-10 00:00:00+01:00,Heinsberg-Schleiden
1221,2110,60.0,51.0472,6.1391,1962-10-11 00:00:00+01:00,1977-03-31 00:00:00+01:00,Heinsberg-Schleiden
1222,2110,57.0,51.0411,6.1042,1977-04-01 00:00:00+01:00,,Heinsberg-Schleiden
1223,5856,476.3,48.5451,13.3534,1997-01-03 00:00:00+01:00,2006-09-27 00:00:00+02:00,Fürstenzell
1224,5856,476.4,48.5451,13.3532,2006-09-28 00:00:00+02:00,2015-02-02 00:00:00+01:00,Fürstenzell
1225,5856,476.4,48.5451,13.3532,2015-02-03 00:00:00+01:00,,Fürstenzell
1226,7412,339.5,50.0083,9.4238,2006-03-01 00:00:00+01:00,2015-05-17 00:00:00+02:00,Neuhütten/Spessart
1227,7412,339.5,50.0083,9.4238,2015-05-18 00:00:00+02:00,,Neuhütten/Spessart
1228,2985,300.0,50.9375,14.2049,1936-06-01 00:00:00+01:00,1945-02-28 00:00:00+01:00,Lichtenhain-Mittelndorf
1229,2985,318.0,50.9385,14.2093,1991-01-02 00:00:00+01:00,2007-12-10 00:00:00+01:00,Lichtenhain-Mittelndorf
1230,2985,321.0,50.9383,14.2094,2007-12-11 00:00:00+01:00,2009-12-31 00:00:00+01:00,Lichtenhain-Mittelndorf
1231,2985,321.0,50.9383,14.2094,2010-01-01 00:00:00+01:00,,Lichtenhain-Mittelndorf
1232,191,234.0,49.9782,9.9698,1884-01-01 00:00:00+00:18,1897-12-31 00:00:00+00:18,Arnstein-Müdesheim
1233,191,210.0,49.9742,9.9676,1947-05-23 00:00:00+01:00,1948-05-31 00:00:00+01:00,Arnstein-Müdesheim
1234,191,213.0,49.969,9.9114,1986-04-01 00:00:00+02:00,1986-08-26 00:00:00+02:00,Arnstein-Müdesheim
1235,191,210.0,49.9688,9.9116,1986-08-27 00:00:00+02:00,2005-02-28 00:00:00+01:00,Arnstein-Müdesheim
1236,191,216.5,49.9694,9.9114,2005-03-01 00:00:00+01:00,,Arnstein-Müdesheim
1237,7341,118.64,50.09,8.7862,2005-06-22 00:00:00+02:00,,Offenbach-Wetterpark
1238,2437,22.0,54.4577,9.5149,1958-12-01 00:00:00+01:00,1959-05-05 00:00:00+01:00,Schleswig-Jagel
1239,2437,22.0,54.4577,9.5149,1959-05-06 00:00:00+01:00,2007-12-17 00:00:00+01:00,Schleswig-Jagel
1240,2437,21.3,54.457,9.5203,2007-12-18 00:00:00+01:00,2021-08-03 00:00:00+02:00,Schleswig-Jagel
1241,2437,21.3,54.457,9.5203,2021-08-04 00:00:00+02:00,,Schleswig-Jagel
1242,6305,193.0,51.2061,10.4978,2002-11-01 00:00:00+01:00,,Mühlhausen/Thüringen-Görmar
1243,1580,108.1,49.984,7.9609,1884-07-01 00:00:00+00:18,1885-08-30 00:00:00+00:18,Geisenheim
1244,1580,103.4,49.984,7.9609,1885-08-31 00:00:00+00:18,1900-12-31 00:00:00+00:18,Geisenheim
1245,1580,101.0,49.984,7.9609,1901-01-01 00:00:00+00:18,1909-05-26 00:00:00+00:00,Geisenheim
1246,1580,101.0,49.984,7.9609,1909-05-27 00:00:00+00:00,1915-09-30 00:00:00+01:00,Geisenheim
1247,1580,96.0,49.9836,7.9602,1915-10-01 00:00:00+01:00,1936-03-31 00:00:00+00:00,Geisenheim
1248,1580,109.0,49.9856,7.9563,1936-04-01 00:00:00+00:00,1946-03-31 00:00:00+01:00,Geisenheim
1249,1580,109.0,49.9856,7.9563,1946-04-01 00:00:00+01:00,1949-11-16 00:00:00+01:00,Geisenheim
1250,1580,109.0,49.9856,7.9563,1949-11-17 00:00:00+01:00,1972-07-09 00:00:00+01:00,Geisenheim
1251,1580,109.0,49.9856,7.9563,1972-07-10 00:00:00+01:00,1983-07-31 00:00:00+02:00,Geisenheim
1252,1580,118.0,49.9866,7.9548,1983-08-01 00:00:00+02:00,1997-11-30 00:00:00+01:00,Geisenheim
1253,1580,118.0,49.9865,7.9548,1997-12-01 00:00:00+01:00,2006-11-30 00:00:00+01:00,Geisenheim
1254,1580,111.15,49.9859,7.9548,2006-12-01 00:00:00+01:00,,Geisenheim
1255,1107,340.0,49.8484,10.4958,1899-02-01 00:00:00+00:18,1924-08-31 00:00:00+01:00,Ebrach
1256,1107,340.0,49.8479,10.4916,1924-09-01 00:00:00+01:00,1950-01-31 00:00:00+01:00,Ebrach
1257,1107,355.0,49.8496,10.4968,1950-03-01 00:00:00+01:00,1955-11-14 00:00:00+01:00,Ebrach
1258,1107,355.0,49.8493,10.4966,1955-11-15 00:00:00+01:00,1957-04-30 00:00:00+01:00,Ebrach
1259,1107,345.0,49.848,10.4931,1957-05-01 00:00:00+01:00,1962-09-09 00:00:00+01:00,Ebrach
1260,1107,360.0,49.8496,10.4893,1962-11-01 00:00:00+01:00,1966-06-30 00:00:00+01:00,Ebrach
1261,1107,360.0,49.8497,10.4883,1966-07-01 00:00:00+01:00,1998-04-30 00:00:00+02:00,Ebrach
1262,1107,345.5,49.852,10.4991,1998-05-01 00:00:00+02:00,,Ebrach
1263,4878,495.0,51.6625,10.885,1891-01-01 00:00:00+00:18,1946-03-31 00:00:00+01:00,Oberharz am Brocken-Stiege
1264,4878,496.0,51.6679,10.8815,1946-04-01 00:00:00+01:00,2005-01-31 00:00:00+01:00,Oberharz am Brocken-Stiege
1265,4878,494.0,51.6681,10.8823,2005-02-01 00:00:00+01:00,2007-06-30 00:00:00+02:00,Oberharz am Brocken-Stiege
1266,4878,494.0,51.6681,10.8823,2007-07-01 00:00:00+02:00,2009-12-31 00:00:00+01:00,Oberharz am Brocken-Stiege
1267,4878,494.0,51.6681,10.8823,2010-01-01 00:00:00+01:00,2013-12-12 00:00:00+01:00,Oberharz am Brocken-Stiege
1268,4878,504.0,51.6646,10.8811,2017-04-25 00:00:00+02:00,,Oberharz am Brocken-Stiege
1269,3591,350.0,50.6743,6.424,1993-11-01 00:00:00+01:00,,Nideggen-Schmidt
1270,880,70.0,51.7667,14.4333,1887-01-01 00:00:00+00:18,1946-05-31 00:00:00+02:00,Cottbus
1271,880,68.66,51.7759,14.3168,1946-06-01 00:00:00+02:00,,Cottbus
1272,2410,364.0,48.7082,11.5397,1960-04-25 00:00:00+01:00,2008-01-14 00:00:00+01:00,Ingolstadt (Flugplatz)
1273,2410,364.0,48.7112,11.5362,2008-01-15 00:00:00+01:00,2021-11-08 00:00:00+01:00,Ingolstadt (Flugplatz)
1274,2410,364.0,48.7111,11.5363,2021-11-09 00:00:00+01:00,,Ingolstadt (Flugplatz)
1275,6091,4.0,53.7712,7.6998,1896-07-01 00:00:00+00:18,1997-10-07 00:00:00+02:00,Spiekeroog (SWN)
1276,6091,12.0,53.7676,7.6722,1997-10-08 00:00:00+02:00,2009-11-11 00:00:00+01:00,Spiekeroog (SWN)
1277,6091,13.5,53.7674,7.6721,2009-11-12 00:00:00+01:00,,Spiekeroog (SWN)
1278,2290,985.0,47.801,11.013,1781-01-01 00:00:00+00:18,1936-11-30 00:00:00+00:00,Hohenpeißenberg
1279,2290,986.4,47.8009,11.0133,1936-12-01 00:00:00+00:00,1940-04-09 00:00:00+01:00,Hohenpeißenberg
1280,2290,977.0,47.8009,11.0108,1940-04-10 00:00:00+01:00,1967-12-10 00:00:00+01:00,Hohenpeißenberg
1281,2290,977.0,47.8009,11.0108,1967-12-11 00:00:00+01:00,2009-07-14 00:00:00+02:00,Hohenpeißenberg
1282,2290,977.2,47.8009,11.0108,2009-07-15 00:00:00+02:00,,Hohenpeißenberg
1283,6273,36.0,52.5075,11.8551,2002-10-21 00:00:00+02:00,,Demker
1284,1863,184.0,50.2638,9.1811,1888-12-01 00:00:00+00:18,1938-01-22 00:00:00+00:00,Gründau-Breitenborn
1285,1863,177.0,50.2638,9.1811,1938-01-23 00:00:00+00:00,1995-02-16 00:00:00+01:00,Gründau-Breitenborn
1286,1863,188.0,50.2632,9.1797,1995-02-17 00:00:00+01:00,2003-09-30 00:00:00+02:00,Gründau-Breitenborn
1287,1863,258.0,50.2667,9.1854,2007-06-14 00:00:00+02:00,,Gründau-Breitenborn
1288,662,84.0,52.2439,10.4918,1939-12-01 00:00:00+00:00,1945-04-12 00:00:00+02:00,Braunschweig
1289,662,80.0,52.2901,10.4443,1945-04-13 00:00:00+02:00,1954-01-31 00:00:00+01:00,Braunschweig
1290,662,81.2,52.2914,10.4464,1954-02-01 00:00:00+01:00,1972-05-31 00:00:00+01:00,Braunschweig
1291,662,81.2,52.2914,10.4465,1972-06-01 00:00:00+01:00,2006-05-28 00:00:00+02:00,Braunschweig
1292,662,81.44,52.2915,10.4464,2006-05-29 00:00:00+02:00,2014-09-01 00:00:00+02:00,Braunschweig
1293,662,81.44,52.2915,10.4464,2014-09-02 00:00:00+02:00,,Braunschweig
1294,6199,17.0,54.2484,13.0419,2000-08-01 00:00:00+02:00,2011-09-03 00:00:00+02:00,Steinhagen-Negast
1295,6199,17.0,54.2484,13.0419,2011-09-04 00:00:00+02:00,,Steinhagen-Negast
1296,4880,450.0,49.0878,10.124,1984-09-01 00:00:00+02:00,,Stimpfach-Weipertshofen
1297,78,44.0,52.4788,7.9379,1949-04-15 00:00:00+01:00,1961-01-01 00:00:00+01:00,Alfhausen
1298,78,45.0,52.4686,7.9399,1961-01-02 00:00:00+01:00,1982-03-31 00:00:00+02:00,Alfhausen
1299,78,48.0,52.5022,7.9463,1982-04-01 00:00:00+02:00,2004-10-31 00:00:00+02:00,Alfhausen
1300,78,63.5,52.4853,7.9125,2004-11-01 00:00:00+01:00,,Alfhausen
1301,5349,67.0,53.5212,12.6816,1889-07-01 00:00:00+00:18,1894-11-21 00:00:00+00:18,Waren (Müritz)
1302,5349,74.0,53.5146,12.6985,1894-11-22 00:00:00+00:18,1923-08-02 00:00:00+01:00,Waren (Müritz)
1303,5349,68.0,53.5424,12.6909,1923-08-03 00:00:00+01:00,1935-12-31 00:00:00+00:00,Waren (Müritz)
1304,5349,73.0,53.5323,12.7042,1936-01-01 00:00:00+00:00,1946-04-30 00:00:00+01:00,Waren (Müritz)
1305,5349,64.0,53.5178,12.6698,1946-05-01 00:00:00+01:00,1947-01-31 00:00:00+01:00,Waren (Müritz)
1306,5349,70.0,53.5199,12.6677,1947-02-01 00:00:00+01:00,2011-09-03 00:00:00+02:00,Waren (Müritz)
1307,5349,70.0,53.5195,12.6677,2011-09-04 00:00:00+02:00,2014-07-09 00:00:00+02:00,Waren (Müritz)
1308,5349,72.61,53.5196,12.6654,2014-07-10 00:00:00+02:00,,Waren (Müritz)
1309,13701,250.2,51.1945,9.9885,2007-08-30 00:00:00+02:00,,Eschwege-Eltmannshausen
1310,5822,53.0,52.8474,8.6893,1975-10-01 00:00:00+01:00,1995-11-30 00:00:00+01:00,Bassum
1311,5822,36.0,52.8429,8.7071,1995-12-01 00:00:00+01:00,1998-07-31 00:00:00+02:00,Bassum
1312,5822,50.0,52.8443,8.6984,1998-08-01 00:00:00+02:00,2000-09-30 00:00:00+02:00,Bassum
1313,5822,50.0,52.8443,8.6984,2003-05-22 00:00:00+02:00,2004-06-30 00:00:00+02:00,Bassum
1314,5822,41.5,52.863,8.6989,2004-07-01 00:00:00+02:00,,Bassum
1315,1346,1490.0,47.8741,8.0047,1925-05-01 00:00:00+01:00,1926-05-31 00:00:00+01:00,Feldberg/Schwarzwald
1316,1346,1485.0,47.8754,8.0041,1926-06-01 00:00:00+01:00,1938-07-25 00:00:00+01:00,Feldberg/Schwarzwald
1317,1346,1490.0,47.8744,8.0044,1938-07-26 00:00:00+01:00,1940-05-06 00:00:00+01:00,Feldberg/Schwarzwald
1318,1346,1490.0,47.8746,8.0039,1940-05-07 00:00:00+01:00,1951-11-30 00:00:00+01:00,Feldberg/Schwarzwald
1319,1346,1486.07,47.8748,8.0038,1951-12-01 00:00:00+01:00,2008-12-02 00:00:00+01:00,Feldberg/Schwarzwald
1320,1346,1486.07,47.8748,8.0038,2008-12-03 00:00:00+01:00,,Feldberg/Schwarzwald
1321,5676,70.0,52.4153,10.7153,1891-05-01 00:00:00+00:18,1981-03-31 00:00:00+02:00,Wolfsburg (Südwest)
1322,5676,74.0,52.4178,10.7201,1981-04-01 00:00:00+02:00,1990-10-31 00:00:00+01:00,Wolfsburg (Südwest)
1323,5676,70.0,52.4158,10.6923,1990-11-01 00:00:00+01:00,2010-08-31 00:00:00+02:00,Wolfsburg (Südwest)
1324,5676,81.5,52.3962,10.6892,2010-09-01 00:00:00+02:00,,Wolfsburg (Südwest)
1325,3196,94.1,53.3157,11.9259,1864-12-01 00:00:00+00:18,1890-08-31 00:00:00+00:18,Marnitz
1326,3196,92.7,53.3168,11.9258,1890-09-01 00:00:00+00:18,1927-11-30 00:00:00+00:00,Marnitz
1327,3196,93.9,53.3151,11.9286,1927-12-01 00:00:00+00:00,1936-04-10 00:00:00+00:00,Marnitz
1328,3196,87.2,53.3177,11.9286,1936-04-11 00:00:00+00:00,1946-10-31 00:00:00+01:00,Marnitz
1329,3196,83.0,53.3229,11.9321,1946-11-01 00:00:00+01:00,1948-07-31 00:00:00+01:00,Marnitz
1330,3196,81.0,53.3225,11.9311,1948-08-01 00:00:00+01:00,1973-04-30 00:00:00+01:00,Marnitz
1331,3196,81.12,53.3222,11.9321,1973-05-01 00:00:00+01:00,2011-09-03 00:00:00+02:00,Marnitz
1332,3196,81.12,53.3222,11.9321,2011-09-04 00:00:00+02:00,,Marnitz
1333,3234,170.0,51.1504,13.5045,1910-03-01 00:00:00+00:00,1998-04-16 00:00:00+02:00,Klipphausen-Garsebach
1334,3234,225.0,51.1537,13.4486,2003-07-04 00:00:00+02:00,2005-01-31 00:00:00+01:00,Klipphausen-Garsebach
1335,3234,158.0,51.1294,13.4328,2005-02-01 00:00:00+01:00,2012-06-30 00:00:00+02:00,Klipphausen-Garsebach
1336,3234,158.0,51.1294,13.4328,2012-07-01 00:00:00+02:00,,Klipphausen-Garsebach
1337,3164,240.0,50.8116,8.769,1866-01-01 00:00:00+00:18,1901-03-31 00:00:00+00:18,"Cölbe, Kr. Marburg-Biedenkopf"
1338,3164,230.0,50.8116,8.769,1901-04-01 00:00:00+00:18,1945-12-31 00:00:00+01:00,"Cölbe, Kr. Marburg-Biedenkopf"
1339,3164,234.0,50.8113,8.7687,1946-01-01 00:00:00+01:00,1948-01-31 00:00:00+01:00,"Cölbe, Kr. Marburg-Biedenkopf"
1340,3164,181.0,50.8127,8.7732,1948-02-01 00:00:00+01:00,1948-09-12 00:00:00+01:00,"Cölbe, Kr. Marburg-Biedenkopf"
1341,3164,243.0,50.8157,8.764,1948-09-13 00:00:00+01:00,1960-12-31 00:00:00+01:00,"Cölbe, Kr. Marburg-Biedenkopf"
1342,3164,238.0,50.8174,8.7637,1961-01-01 00:00:00+01:00,1965-05-31 00:00:00+01:00,"Cölbe, Kr. Marburg-Biedenkopf"
1343,3164,256.0,50.818,8.7596,1965-06-01 00:00:00+01:00,1965-08-02 00:00:00+01:00,"Cölbe, Kr. Marburg-Biedenkopf"
1344,3164,181.0,50.813,8.7737,1965-08-03 00:00:00+01:00,1984-07-16 00:00:00+02:00,"Cölbe, Kr. Marburg-Biedenkopf"
1345,3164,195.0,50.8174,8.7796,1984-07-17 00:00:00+02:00,1991-01-17 00:00:00+01:00,"Cölbe, Kr. Marburg-Biedenkopf"
1346,3164,186.0,50.8385,8.7604,1993-04-01 00:00:00+02:00,2000-07-31 00:00:00+02:00,"Cölbe, Kr. Marburg-Biedenkopf"
1347,3164,187.0,50.8492,8.7745,2006-03-16 00:00:00+01:00,,"Cölbe, Kr. Marburg-Biedenkopf"
1348,704,2.5,53.4881,9.1566,1978-12-08 00:00:00+01:00,1982-11-25 00:00:00+01:00,Bremervörde
1349,704,2.0,53.4971,9.172,1982-11-26 00:00:00+01:00,1990-04-02 00:00:00+02:00,Bremervörde
1350,704,3.0,53.4972,9.1717,1990-04-03 00:00:00+02:00,2002-05-29 00:00:00+02:00,Bremervörde
1351,704,10.57,53.4451,9.139,2002-05-30 00:00:00+02:00,,Bremervörde
1352,73,389.0,48.5675,13.0276,1908-08-18 00:00:00+00:00,1950-02-28 00:00:00+01:00,Aldersbach-Kriestorf
1353,73,390.0,48.5675,13.0251,1950-03-01 00:00:00+01:00,1952-06-30 00:00:00+01:00,Aldersbach-Kriestorf
1354,73,398.0,48.5684,13.0274,1952-07-01 00:00:00+01:00,1959-02-16 00:00:00+01:00,Aldersbach-Kriestorf
1355,73,351.0,48.5676,13.0926,1959-02-17 00:00:00+01:00,1962-05-24 00:00:00+01:00,Aldersbach-Kriestorf
1356,73,335.0,48.5689,13.0767,1962-05-25 00:00:00+01:00,1979-04-30 00:00:00+02:00,Aldersbach-Kriestorf
1357,73,325.0,48.5918,13.0873,1979-08-28 00:00:00+02:00,2007-03-31 00:00:00+02:00,Aldersbach-Kriestorf
1358,73,340.0,48.6159,13.0506,2007-04-01 00:00:00+02:00,,Aldersbach-Kriestorf
1359,5800,581.0,49.0146,13.249,1975-10-03 00:00:00+01:00,1986-05-31 00:00:00+02:00,Zwiesel
1360,5800,612.0,49.0259,13.2381,1986-06-01 00:00:00+02:00,1997-09-30 00:00:00+02:00,Zwiesel
1361,5800,614.7,49.028,13.2385,1997-10-01 00:00:00+02:00,,Zwiesel
1362,6262,412.0,48.7695,9.8737,2000-05-08 00:00:00+02:00,,Schwäbisch Gmünd-Weiler
1363,6346,531.0,48.207,11.2035,2003-11-01 00:00:00+01:00,,Maisach-Galgen
1364,591,45.0,53.3738,10.6634,1888-06-01 00:00:00+00:18,1946-02-28 00:00:00+01:00,Boizenburg
1365,591,18.0,53.4,10.6167,1946-03-01 00:00:00+01:00,1946-12-13 00:00:00+01:00,Boizenburg
1366,591,44.72,53.3911,10.6878,1946-12-14 00:00:00+01:00,2011-09-03 00:00:00+02:00,Boizenburg
1367,591,44.72,53.3911,10.6878,2011-09-04 00:00:00+02:00,,Boizenburg
1368,2932,131.0,51.42,12.22,1897-06-01 00:00:00+00:18,1950-12-31 00:00:00+01:00,Leipzig/Halle
1369,2932,131.0,51.4201,12.2213,1972-05-01 00:00:00+01:00,1987-11-30 00:00:00+01:00,Leipzig/Halle
1370,2932,131.0,51.4201,12.2213,1987-12-01 00:00:00+01:00,1989-10-14 00:00:00+01:00,Leipzig/Halle
1371,2932,133.0,51.4195,12.2232,1989-10-15 00:00:00+01:00,1994-01-18 00:00:00+01:00,Leipzig/Halle
1372,2932,144.0,51.4112,12.2332,1994-01-19 00:00:00+01:00,2000-02-29 00:00:00+01:00,Leipzig/Halle
1373,2932,131.0,51.4345,12.2393,2000-03-01 00:00:00+01:00,2008-12-31 00:00:00+01:00,Leipzig/Halle
1374,2932,131.0,51.4348,12.2397,2009-01-01 00:00:00+01:00,2018-11-21 00:00:00+01:00,Leipzig/Halle
1375,2932,131.0,51.4347,12.2396,2018-11-22 00:00:00+01:00,,Leipzig/Halle
1376,15520,655.5,47.819,12.2956,2015-07-23 00:00:00+02:00,,Frasdorf-Greimelberg
1377,7329,465.0,50.5467,12.2863,2005-09-26 00:00:00+02:00,,Treuen
1378,342,79.0,52.297,8.1438,1994-06-01 00:00:00+02:00,1998-11-30 00:00:00+01:00,Belm
1379,342,103.29,52.317,8.1694,2010-11-16 00:00:00+01:00,,Belm
1380,6258,461.0,47.6845,9.4409,2002-09-12 00:00:00+02:00,,Friedrichshafen-Unterraderach
1381,4177,116.0,48.9671,8.3344,1923-05-01 00:00:00+01:00,1985-06-30 00:00:00+02:00,Rheinstetten
1382,4177,116.1,48.9726,8.3301,2008-10-28 00:00:00+01:00,2011-05-18 00:00:00+02:00,Rheinstetten
1383,4177,116.1,48.9726,8.3301,2011-05-19 00:00:00+02:00,,Rheinstetten
1384,1587,539.0,48.95,11.4333,1979-01-01 00:00:00+01:00,1988-01-31 00:00:00+01:00,Gelbelsee
1385,1587,539.0,48.95,11.4333,1988-02-01 00:00:00+01:00,1988-11-30 00:00:00+01:00,Gelbelsee
1386,1587,539.0,48.9473,11.4286,1988-12-01 00:00:00+01:00,2003-12-09 00:00:00+01:00,Gelbelsee
1387,1587,536.0,48.9481,11.4289,2003-12-10 00:00:00+01:00,,Gelbelsee
1388,1691,151.0,51.5145,9.9321,1783-01-01 00:00:00+00:18,1967-12-14 00:00:00+01:00,Göttingen
1389,1691,175.0,51.5415,9.9477,1967-12-15 00:00:00+01:00,1993-11-09 00:00:00+01:00,Göttingen
1390,1691,167.0,51.5003,9.9506,1993-11-10 00:00:00+01:00,2007-08-19 00:00:00+02:00,Göttingen
1391,1691,167.42,51.5002,9.9507,2007-08-20 00:00:00+02:00,,Göttingen
1392,3668,310.4,49.4947,11.0806,1878-01-01 00:00:00+00:18,1897-08-31 00:00:00+00:18,Nürnberg
1393,3668,310.4,49.4947,11.0806,1897-09-01 00:00:00+00:18,1901-04-30 00:00:00+00:18,Nürnberg
1394,3668,310.4,49.4947,11.0806,1901-05-01 00:00:00+00:18,1914-12-31 00:00:00+01:00,Nürnberg
1395,3668,310.4,49.4947,11.0806,1915-01-01 00:00:00+01:00,1920-09-30 00:00:00+01:00,Nürnberg
1396,3668,310.4,49.4947,11.0806,1920-10-01 00:00:00+01:00,1925-10-31 00:00:00+00:00,Nürnberg
1397,3668,310.4,49.4947,11.0806,1925-11-01 00:00:00+00:00,1930-07-31 00:00:00+01:00,Nürnberg
1398,3668,310.4,49.4947,11.0806,1930-08-01 00:00:00+01:00,1945-04-20 00:00:00+02:00,Nürnberg
1399,3668,310.4,49.4947,11.0806,1945-04-21 00:00:00+02:00,1955-04-06 00:00:00+01:00,Nürnberg
1400,3668,310.4,49.4947,11.0806,1955-04-07 00:00:00+01:00,1995-12-04 00:00:00+01:00,Nürnberg
