,stations_id,betreibername,betrieb_von_datum,betrieb_bis_datum
734,5149,DWD,1952-11-11 00:00:00+01:00,1991-10-31 00:00:00+01:00
735,5149,DWD,2003-06-12 00:00:00+02:00,2022-10-05 00:00:00+02:00
736,5149,DWD,2022-12-14 00:00:00+01:00,
737,5009,Wetterdienst,1890-01-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
738,5009,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
739,5009,DWD,1991-01-01 00:00:00+01:00,
740,1246,Wetterdienst,1933-09-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
741,1246,DWD,1952-11-11 00:00:00+01:00,2009-12-31 00:00:00+01:00
742,1246,DWD,2015-06-18 00:00:00+02:00,
743,2641,DWD,1994-09-26 00:00:00+01:00,
744,6108,DWD,2001-06-27 00:00:00+02:00,
745,7412,DWD,2006-03-01 00:00:00+01:00,
746,3925,DWD,1989-04-06 00:00:00+02:00,
747,15547,DWD,2016-02-01 00:00:00+01:00,
748,13676,DWD,2007-03-20 00:00:00+01:00,
749,7424,DWD,2006-06-28 00:00:00+02:00,
750,1200,DWD,1986-11-01 00:00:00+01:00,
751,5100,DWD,1937-12-01 00:00:00+00:00,
752,3226,DWD,1903-10-01 00:00:00+00:00,2002-12-31 00:00:00+01:00
753,3226,DWD,2006-05-11 00:00:00+02:00,
754,13700,DWD,2007-08-01 00:00:00+02:00,
755,7105,DWD,2004-09-02 00:00:00+02:00,
756,5412,DWD,1991-05-16 00:00:00+02:00,
757,5705,DWD,1946-12-01 00:00:00+01:00,
758,3639,GeophysBdBw,1940-01-01 00:00:00+00:00,2003-03-10 00:00:00+01:00
759,3639,GeoInfoDBw,2003-03-11 00:00:00+01:00,
760,5349,Wetterdienst,1889-07-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
761,5349,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
762,5349,DWD,1991-01-01 00:00:00+01:00,
763,91,Wetterdienst,1900-11-01 00:00:00+00:18,1944-12-31 00:00:00+01:00
764,91,Wetterdienst,1946-02-01 00:00:00+01:00,1950-12-31 00:00:00+01:00
765,91,DWD,1978-11-01 00:00:00+01:00,
766,4880,DWD,1984-09-01 00:00:00+02:00,
767,2349,Wetterdienst,1931-10-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
768,2349,DWD,1952-11-11 00:00:00+01:00,
769,3234,Wetterdienst,1910-03-01 00:00:00+00:00,1949-12-31 00:00:00+01:00
770,3234,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
771,3234,DWD,1991-01-01 00:00:00+01:00,1998-04-16 00:00:00+02:00
772,3234,DWD,2003-07-04 00:00:00+02:00,
773,6346,DWD,2003-11-01 00:00:00+01:00,
774,3939,Wetterdienst,1899-01-11 00:00:00+00:18,1944-12-31 00:00:00+01:00
775,3939,Wetterdienst,1946-08-01 00:00:00+02:00,1952-11-10 00:00:00+01:00
776,3939,DWD,1952-11-11 00:00:00+01:00,1976-03-31 00:00:00+01:00
777,3939,DWD,2004-06-14 00:00:00+02:00,
778,4704,Wetterdienst,1906-06-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
779,4704,DWD,1952-11-11 00:00:00+01:00,
780,1048,Wetterdienst,1926-04-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
781,1048,Meteorologischer Dienst der DDR,1952-11-11 00:00:00+01:00,1990-12-31 00:00:00+01:00
782,1048,DWD,1991-01-01 00:00:00+01:00,
783,6096,DWD,1998-07-17 00:00:00+02:00,
784,282,Wetterdienst,1949-01-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
785,282,DWD,1952-11-11 00:00:00+01:00,
786,379,Meteorologischer Dienst der DDR,1954-07-01 00:00:00+01:00,1990-09-30 00:00:00+02:00
787,379,DWD,2016-07-08 00:00:00+02:00,
788,2252,Wetterdienst,1828-01-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
789,2252,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
790,2252,DWD,1991-01-01 00:00:00+01:00,
791,13701,DWD,2007-08-30 00:00:00+02:00,
792,4411,DWD,1979-12-01 00:00:00+01:00,
793,6347,DWD,2003-11-01 00:00:00+01:00,
794,6101,DWD,2000-01-01 00:00:00+01:00,
795,5017,Wetterdienst,1920-10-01 00:00:00+01:00,1945-04-30 00:00:00+02:00
796,5017,Wetterdienst,1946-09-01 00:00:00+02:00,1952-11-10 00:00:00+01:00
797,5017,DWD,1952-11-11 00:00:00+01:00,1962-12-31 00:00:00+01:00
798,5017,DWD,1963-05-01 00:00:00+01:00,
799,2601,Wetterdienst,1891-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
800,2601,DWD,1952-11-11 00:00:00+01:00,
801,3897,Wetterdienst,1934-03-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
802,3897,DWD,1952-11-11 00:00:00+01:00,
803,5133,Wetterdienst,1910-09-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
804,5133,DWD,1952-11-11 00:00:00+01:00,
805,7396,DWD,2006-03-01 00:00:00+01:00,
806,4169,DWD,1957-09-26 00:00:00+01:00,
807,4763,Wetterdienst,1950-02-23 00:00:00+01:00,1952-11-10 00:00:00+01:00
808,4763,DWD,1952-11-11 00:00:00+01:00,1991-05-31 00:00:00+02:00
809,4763,DWD,1993-12-01 00:00:00+01:00,1994-06-30 00:00:00+02:00
810,4763,DWD,1996-07-01 00:00:00+02:00,
811,5750,DWD,1952-09-01 00:00:00+01:00,
812,6259,DWD,2002-07-10 00:00:00+02:00,
813,2485,DWD,1934-09-01 00:00:00+01:00,2001-12-31 00:00:00+01:00
814,2485,DWD,2008-03-01 00:00:00+01:00,
815,3015,Wetterdienst,1906-04-01 00:00:00+00:00,1949-12-31 00:00:00+01:00
816,3015,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
817,3015,DWD,1991-01-01 00:00:00+01:00,
818,867,Wetterdienst,1882-08-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
819,867,DWD,1952-11-11 00:00:00+01:00,
820,15189,DWD,2012-12-20 00:00:00+01:00,
821,4928,DWD,1957-01-01 00:00:00+01:00,
822,2925,Meteorologischer Dienst der DDR,1956-08-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
823,2925,DWD,1991-01-01 00:00:00+01:00,
824,1214,DWD,1987-11-01 00:00:00+01:00,1999-09-30 00:00:00+02:00
825,1214,DWD,2001-09-26 00:00:00+02:00,
826,164,Wetterdienst,1899-04-15 00:00:00+00:18,1949-12-31 00:00:00+01:00
827,164,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
828,164,DWD,1991-01-01 00:00:00+01:00,
829,1694,Wetterdienst,1888-01-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
830,1694,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
831,1694,DWD,1991-01-01 00:00:00+01:00,
832,991,Wetterdienst,1910-01-01 00:00:00+00:00,1949-12-31 00:00:00+01:00
833,991,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
834,991,DWD,1991-01-01 00:00:00+01:00,
835,3484,GeophysBdBw,1961-05-02 00:00:00+01:00,2003-03-10 00:00:00+01:00
836,3484,GeoInfoDBw,2003-03-11 00:00:00+01:00,
837,856,DWD,1976-05-03 00:00:00+01:00,
838,4997,DWD,1994-10-01 00:00:00+01:00,
839,4480,Wetterdienst,1884-06-01 00:00:00+00:18,1914-03-31 00:00:00+00:00
840,4480,Wetterdienst,1916-06-01 00:00:00+02:00,1919-12-31 00:00:00+00:00
841,4480,Wetterdienst,1922-01-01 00:00:00+00:00,1925-10-31 00:00:00+00:00
842,4480,Wetterdienst,1926-01-01 00:00:00+00:00,1944-12-31 00:00:00+01:00
843,4480,Wetterdienst,1946-11-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
844,4480,DWD,1952-11-11 00:00:00+01:00,1958-05-31 00:00:00+01:00
845,4480,DWD,1958-10-01 00:00:00+01:00,1969-11-30 00:00:00+01:00
846,4480,DWD,1970-02-01 00:00:00+01:00,1970-11-30 00:00:00+01:00
847,4480,DWD,1971-02-01 00:00:00+01:00,1971-05-31 00:00:00+01:00
848,4480,DWD,1971-12-01 00:00:00+01:00,1985-06-30 00:00:00+02:00
849,4480,DWD,1985-10-01 00:00:00+01:00,1990-11-30 00:00:00+01:00
850,4480,DWD,1991-04-01 00:00:00+02:00,2003-12-31 00:00:00+01:00
851,4480,DWD,2004-09-01 00:00:00+02:00,
852,13710,DWD,2007-09-01 00:00:00+02:00,
853,4911,DWD,1948-08-01 00:00:00+01:00,1975-06-30 00:00:00+01:00
854,4911,GeoInfoDBw,1975-07-01 00:00:00+01:00,1994-04-30 00:00:00+02:00
855,4911,DWD,1994-05-01 00:00:00+02:00,
856,788,Wetterdienst,1891-05-01 00:00:00+00:18,1945-02-28 00:00:00+01:00
857,788,Wetterdienst,1945-04-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
858,788,DWD,1952-11-11 00:00:00+01:00,1964-04-30 00:00:00+01:00
859,788,Landesamt für Natur und Umwelt des Landes Schleswig-Holstein,1964-05-01 00:00:00+01:00,2007-10-25 00:00:00+02:00
860,788,DWD,2007-10-26 00:00:00+02:00,
861,917,DWD,1995-08-01 00:00:00+02:00,
862,6336,DWD,2003-08-11 00:00:00+02:00,
863,5397,Wetterdienst,1879-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
864,5397,DWD,1952-11-11 00:00:00+01:00,
865,2680,Wetterdienst,1902-11-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
866,2680,DWD,1952-11-11 00:00:00+01:00,
867,5078,Wetterdienst,1928-09-01 00:00:00+01:00,1934-09-30 00:00:00+01:00
868,5078,Wetterdienst,1936-01-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
869,5078,DWD,1952-11-11 00:00:00+01:00,
870,6157,DWD,1999-02-01 00:00:00+01:00,
871,954,DWD,1945-08-24 00:00:00+02:00,
872,1266,Wetterdienst,1891-07-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
873,1266,DWD,1952-11-11 00:00:00+01:00,
874,6217,DWD,2001-04-01 00:00:00+02:00,
875,3987,DWD,1893-01-01 00:00:00+00:18,
876,13952,DWD,2008-09-25 00:00:00+02:00,
877,1832,DWD,1982-11-01 00:00:00+01:00,
878,3257,Wetterdienst,1836-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
879,3257,DWD,1952-11-11 00:00:00+01:00,
880,6253,DWD,2001-09-01 00:00:00+02:00,
881,15044,DWD,2011-06-17 00:00:00+02:00,
882,5275,Wetterdienst,1936-12-13 00:00:00+00:00,1952-11-10 00:00:00+01:00
883,5275,DWD,1952-11-11 00:00:00+01:00,
884,2014,DWD,1856-01-01 00:00:00+00:18,
885,1013,DWD,1980-01-01 00:00:00+01:00,
886,1975,Wetterdienst,1936-01-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
887,1975,DWD,1952-11-11 00:00:00+01:00,
888,13674,DWD,2007-03-08 00:00:00+01:00,
889,2627,DWD,1996-05-01 00:00:00+02:00,
890,96,DWD,1962-08-01 00:00:00+01:00,2001-12-31 00:00:00+01:00
891,96,DWD,2018-07-03 00:00:00+02:00,
892,850,GeophysBdBw,1958-07-01 00:00:00+01:00,2003-03-10 00:00:00+01:00
893,850,GeoInfoDBw,2003-03-11 00:00:00+01:00,
894,1993,Wetterdienst,1891-06-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
895,1993,DWD,1952-11-11 00:00:00+01:00,2007-10-30 00:00:00+01:00
896,1993,DWD,2009-08-04 00:00:00+02:00,
897,6273,DWD,2002-06-17 00:00:00+02:00,
898,1300,Wetterdienst,1891-07-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
899,1300,DWD,1952-11-11 00:00:00+01:00,1999-12-31 00:00:00+01:00
900,1300,DWD,2002-09-12 00:00:00+02:00,
901,4175,DWD,1937-05-20 00:00:00+01:00,2015-01-06 00:00:00+01:00
902,4175,DWD,2015-09-10 00:00:00+02:00,
903,5676,Wetterdienst,1891-05-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
904,5676,DWD,1952-11-11 00:00:00+01:00,
905,7374,DWD,2005-12-06 00:00:00+01:00,
906,3278,Wetterdienst,1924-06-20 00:00:00+01:00,1952-11-10 00:00:00+01:00
907,3278,DWD,1952-11-11 00:00:00+01:00,2008-06-10 00:00:00+02:00
908,3278,DWD,2008-12-02 00:00:00+01:00,
909,1051,Wetterdienst,1883-01-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
910,1051,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
911,1051,DWD,1991-01-01 00:00:00+01:00,
912,2700,DWD,1960-12-01 00:00:00+01:00,
913,3376,Wetterdienst,1883-01-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
914,3376,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
915,3376,DWD,1991-01-01 00:00:00+01:00,
916,5629,Wetterdienst,1882-07-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
917,5629,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
918,5629,DWD,1991-01-01 00:00:00+01:00,
919,6266,DWD,2002-01-01 00:00:00+01:00,
920,983,Wetterdienst,1938-01-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
921,983,DWD,1952-11-11 00:00:00+01:00,2005-12-31 00:00:00+01:00
922,983,DWD,2006-08-02 00:00:00+02:00,
923,2564,Wetterdienst,1927-02-01 00:00:00+00:00,1951-01-16 00:00:00+01:00
924,2564,GeophysBdBw,1951-01-17 00:00:00+01:00,2002-12-31 00:00:00+01:00
925,2564,GeoInfoDBw,2003-01-01 00:00:00+01:00,2012-12-31 00:00:00+01:00
926,2564,DWD,2013-01-01 00:00:00+01:00,
927,2480,Wetterdienst,1895-08-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
928,2480,DWD,1952-11-11 00:00:00+01:00,
929,5099,Wetterdienst,1783-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
930,5099,DWD,1952-11-11 00:00:00+01:00,1999-01-31 00:00:00+01:00
931,5099,DWD,2007-11-07 00:00:00+01:00,
932,2171,Wetterdienst,1884-05-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
933,2171,DWD,1952-11-11 00:00:00+01:00,
934,460,Wetterdienst,1942-12-05 00:00:00+01:00,1952-11-10 00:00:00+01:00
935,460,DWD,1952-11-11 00:00:00+01:00,
936,1580,Wetterdienst,1884-07-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
937,1580,DWD,1952-11-11 00:00:00+01:00,
938,3284,Wetterdienst,1865-01-01 00:00:00+00:18,1952-11-09 00:00:00+01:00
939,3284,DWD,1952-11-10 00:00:00+01:00,
940,217,Wetterdienst,1937-06-24 00:00:00+01:00,1952-11-10 00:00:00+01:00
941,217,DWD,1952-11-11 00:00:00+01:00,1970-12-31 00:00:00+01:00
942,217,DWD,1971-04-01 00:00:00+01:00,
943,2559,Wetterdienst,1879-01-01 00:00:00+00:18,1951-11-10 00:00:00+01:00
944,2559,DWD,1951-11-11 00:00:00+01:00,
945,1424,DWD,1985-01-01 00:00:00+01:00,
946,1736,Wetterdienst,1937-04-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
947,1736,DWD,1952-11-11 00:00:00+01:00,1975-06-30 00:00:00+01:00
948,1736,DWD,1984-10-10 00:00:00+01:00,
949,953,Wetterdienst,1946-07-01 00:00:00+02:00,1952-11-10 00:00:00+01:00
950,953,DWD,1952-11-11 00:00:00+01:00,
951,3031,DWD,1980-12-01 00:00:00+01:00,
952,1587,DWD,1979-01-01 00:00:00+01:00,
953,6337,DWD,2003-08-11 00:00:00+02:00,
954,1684,Wetterdienst,1858-01-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
955,1684,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
956,1684,DWD,1991-01-01 00:00:00+01:00,
957,4279,DWD,1989-04-18 00:00:00+02:00,
958,3975,DWD,1993-09-01 00:00:00+02:00,
959,3254,GeophysBdBw,1970-01-01 00:00:00+01:00,2003-03-10 00:00:00+01:00
960,3254,GeoInfoDBw,2003-03-11 00:00:00+01:00,
961,3028,Wetterdienst,1897-05-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
962,3028,DWD,1952-11-11 00:00:00+01:00,
963,6106,DWD,1939-01-01 00:00:00+00:00,
964,1197,Wetterdienst,1909-04-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
965,1197,DWD,1952-11-11 00:00:00+01:00,
966,2201,Wetterdienst,1931-04-13 00:00:00+00:00,1945-01-31 00:00:00+01:00
967,2201,Wetterdienst,1946-05-01 00:00:00+01:00,1949-12-31 00:00:00+01:00
968,2201,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1986-03-31 00:00:00+02:00
969,2201,DWD,1996-10-01 00:00:00+02:00,
970,5546,Meteorologischer Dienst der DDR,1964-11-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
971,5546,DWD,1991-01-01 00:00:00+01:00,
972,3821,Wetterdienst,1901-08-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
973,3821,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
974,3821,DWD,1991-01-01 00:00:00+01:00,
975,4592,Wetterdienst,1937-08-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
976,4592,DWD,1952-11-11 00:00:00+01:00,
977,13693,DWD,2007-06-28 00:00:00+02:00,
978,3545,Wetterdienst,1897-04-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
979,3545,DWD,1952-11-11 00:00:00+01:00,
980,4024,Wetterdienst,1851-01-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
981,4024,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
982,4024,DWD,1991-01-01 00:00:00+01:00,
983,6264,DWD,2002-06-14 00:00:00+02:00,
984,979,Wetterdienst,1892-07-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
985,979,DWD,1952-11-11 00:00:00+01:00,
986,1792,Wetterdienst,1937-02-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
987,1792,DWD,1952-11-11 00:00:00+01:00,
988,5440,Wetterdienst,1876-06-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
989,5440,DWD,1952-11-11 00:00:00+01:00,
990,3164,Wetterdienst,1866-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
991,3164,DWD,1952-11-11 00:00:00+01:00,1991-01-17 00:00:00+01:00
992,3164,DWD,1993-04-01 00:00:00+02:00,2000-07-31 00:00:00+02:00
993,3164,DWD,2006-03-16 00:00:00+01:00,
994,5562,DWD,1995-04-01 00:00:00+02:00,2000-12-31 00:00:00+01:00
995,5562,DWD,2001-10-10 00:00:00+02:00,
996,5941,Wetterdienst,1896-10-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
997,5941,DWD,1952-11-11 00:00:00+01:00,2003-10-31 00:00:00+01:00
998,5941,DWD,2006-07-18 00:00:00+02:00,
999,6263,DWD,2000-10-26 00:00:00+02:00,
1000,2961,DWD,1970-09-10 00:00:00+01:00,
1001,7075,DWD,2003-12-19 00:00:00+01:00,
1002,3319,DWD,1936-04-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
1003,3319,DWD,1952-11-11 00:00:00+01:00,2005-12-31 00:00:00+01:00
1004,3319,DWD,2006-04-27 00:00:00+02:00,
1005,4189,Wetterdienst,1924-10-10 00:00:00+00:00,1952-11-10 00:00:00+01:00
1006,4189,DWD,1952-11-11 00:00:00+01:00,
1007,3509,DWD,2004-10-01 00:00:00+02:00,
1008,6211,DWD,1982-09-23 00:00:00+02:00,
1009,1590,Wetterdienst,1896-07-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
1010,1590,DWD,1952-11-11 00:00:00+01:00,
1011,4445,Wetterdienst,1887-01-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
1012,4445,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
1013,4445,DWD,1991-01-01 00:00:00+01:00,
1014,6262,DWD,2002-07-10 00:00:00+02:00,
1015,4275,Wetterdienst,1891-05-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
1016,4275,DWD,1952-11-11 00:00:00+01:00,
1017,1327,Wetterdienst,1892-05-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
1018,1327,DWD,1952-11-11 00:00:00+01:00,2003-09-30 00:00:00+02:00
1019,1327,DWD,2004-04-22 00:00:00+02:00,
1020,7427,DWD,2006-07-31 00:00:00+02:00,
1021,2773,GeophysBdBw,1974-01-01 00:00:00+01:00,2003-03-10 00:00:00+01:00
1022,2773,GeoInfoDBw,2003-03-11 00:00:00+01:00,
1023,154,DWD,1994-01-01 00:00:00+01:00,
1024,1420,Wetterdienst,1935-07-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
1025,1420,DWD,1952-11-11 00:00:00+01:00,
1026,2290,Wetterdienst,1781-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
1027,2290,DWD,1952-11-11 00:00:00+01:00,
1028,7368,DWD,2007-07-20 00:00:00+02:00,
1029,6199,DWD,2000-08-01 00:00:00+02:00,
1030,619,Wetterdienst,1876-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
1031,619,DWD,1952-11-11 00:00:00+01:00,
1032,3155,Wetterdienst,1892-12-01 00:00:00+00:18,1893-10-31 00:00:00+00:18
1033,3155,Wetterdienst,1896-12-01 00:00:00+00:18,1898-01-31 00:00:00+00:18
1034,3155,Wetterdienst,1937-09-07 00:00:00+01:00,1944-11-30 00:00:00+01:00
1035,3155,DWD,1961-10-20 00:00:00+01:00,
1036,13777,DWD,2007-12-03 00:00:00+01:00,
1037,4841,Wetterdienst,1895-11-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
1038,4841,DWD,1952-11-11 00:00:00+01:00,
1039,2115,Wetterdienst,1873-06-12 00:00:00+00:18,1952-11-10 00:00:00+01:00
1040,2115,DWD,1952-11-11 00:00:00+01:00,
1041,1224,Wetterdienst,1936-02-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
1042,1224,DWD,1952-11-11 00:00:00+01:00,
1043,5404,Wetterdienst,1929-06-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
1044,5404,DWD,1952-11-11 00:00:00+01:00,
1045,1964,Wetterdienst,1933-08-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
1046,1964,DWD,1952-11-11 00:00:00+01:00,
1047,2377,DWD,1981-01-01 00:00:00+01:00,2005-03-31 00:00:00+02:00
1048,2377,DWD,2010-10-28 00:00:00+02:00,
1049,7321,DWD,2005-04-01 00:00:00+02:00,
1050,19171,DWD,2020-01-16 00:00:00+01:00,
1051,2947,Wetterdienst,1891-12-11 00:00:00+00:18,1952-11-10 00:00:00+01:00
1052,2947,DWD,1952-11-11 00:00:00+01:00,
1053,298,Wetterdienst,1937-01-01 00:00:00+00:00,1949-12-31 00:00:00+01:00
1054,298,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1991-12-31 00:00:00+01:00
1055,298,DWD,1992-01-01 00:00:00+01:00,
1056,896,Wetterdienst,1946-05-01 00:00:00+01:00,1949-12-31 00:00:00+01:00
1057,896,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
1058,896,DWD,1991-01-01 00:00:00+01:00,
1059,2486,Wetterdienst,1843-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
1060,2486,DWD,1952-11-11 00:00:00+01:00,1994-06-30 00:00:00+02:00
1061,2486,DWD,1998-09-01 00:00:00+02:00,2000-01-31 00:00:00+01:00
1062,2486,DWD,2003-06-12 00:00:00+02:00,
1063,232,Wetterdienst,1946-11-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
1064,232,DWD,1952-11-11 00:00:00+01:00,
1065,5930,Wetterdienst,1973-07-01 00:00:00+01:00,1990-10-02 00:00:00+01:00
1066,5930,DWD,1990-10-03 00:00:00+01:00,
1067,1411,Wetterdienst,1824-05-01 00:00:00+00:18,1949-12-31 00:00:00+01:00
1068,1411,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
1069,1411,DWD,1991-01-01 00:00:00+01:00,
1070,722,Wetterdienst,1836-01-01 00:00:00+00:18,1945-04-19 00:00:00+02:00
1071,722,Wetterdienst,1947-04-28 00:00:00+01:00,1949-12-31 00:00:00+01:00
1072,722,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
1073,722,DWD,1991-01-01 00:00:00+01:00,
1074,2812,Wetterdienst,1949-10-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
1075,2812,DWD,1952-11-11 00:00:00+01:00,1991-09-17 00:00:00+02:00
1076,2812,DWD,1995-01-01 00:00:00+01:00,
1077,1504,GeophysBdBw,1958-01-17 00:00:00+01:00,2003-03-10 00:00:00+01:00
1078,1504,GeoInfoDBw,2003-03-11 00:00:00+01:00,
1079,6258,DWD,2002-09-12 00:00:00+02:00,
1080,2319,Wetterdienst,1952-09-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
1081,2319,DWD,1952-11-11 00:00:00+01:00,1958-12-31 00:00:00+01:00
1082,2319,DWD,1982-11-16 00:00:00+01:00,
1083,2897,DWD,1990-08-28 00:00:00+02:00,
1084,2315,GeophysBdBw,1980-01-01 00:00:00+01:00,2003-03-10 00:00:00+01:00
1085,2315,GeoInfoDBw,2003-03-11 00:00:00+01:00,
1086,4706,Wetterdienst,,1940-03-31 00:00:00+01:00
1087,4706,Wetterdienst,1949-08-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
1088,4706,DWD,1952-11-11 00:00:00+01:00,
1089,603,DWD,1986-07-01 00:00:00+02:00,
1090,6260,DWD,2002-09-10 00:00:00+02:00,
1091,2886,GeophysBdBw,1967-07-01 00:00:00+01:00,2003-03-10 00:00:00+01:00
1092,2886,GeoInfoDBw,2003-03-11 00:00:00+01:00,
1093,1228,Wetterdienst,1945-08-24 00:00:00+02:00,1952-11-10 00:00:00+01:00
1094,1228,DWD,1952-11-11 00:00:00+01:00,
1095,3612,Wetterdienst,1890-02-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
1096,3612,DWD,1952-11-11 00:00:00+01:00,
1097,4919,DWD,1977-10-01 00:00:00+01:00,
1098,5064,DWD,2004-12-01 00:00:00+01:00,
1099,3093,Wetterdienst,1907-04-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
1100,3093,DWD,1952-11-11 00:00:00+01:00,
1101,5426,DWD,1951-01-01 00:00:00+01:00,
1102,403,Freie Universität Berlin,1950-01-01 00:00:00+01:00,
1103,6103,DWD,2000-06-15 00:00:00+02:00,
1104,2039,Kurverwaltung,1879-12-01 00:00:00+00:18,2004-06-30 00:00:00+02:00
1105,2039,DWD,2006-07-03 00:00:00+02:00,
1106,3362,DWD,1978-07-25 00:00:00+02:00,
1107,5692,Wetterdienst,1890-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
1108,5692,DWD,1952-11-11 00:00:00+01:00,
